VENTALV,DISCONNECT,HRSAT,PVSAT,ANAPHYLAXIS,PAP,KINKEDTUBE,PCWP,STROKEVOLUME,LVEDVOLUME,LVFAILURE,HYPOVOLEMIA,EXPCO2,VENTMACH,VENTTUBE,HRBP,INTUBATION,PRESS,HREKG,HR,FIO2,CATECHOL,SHUNT,BP,CO,ERRLOWOUTPUT,SAO2,ARTCO2,HISTORY,TPR,MINVOLSET,INSUFFANESTH,ERRCAUTER,VENTLUNG,CVP,MINVOL,PULMEMBOLUS
HIGH,TRUE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ONESIDED,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ONESIDED,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,LOW,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,TRUE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,HIGH,NORMAL,LOW,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,TRUE,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW,TRUE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,TRUE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,HIGH,HIGH,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,LOW,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,LOW,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,TRUE,FALSE,LOW,LOW,HIGH,FALSE
NORMAL,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,ONESIDED,HIGH,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,ESOPHAGEAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,LOW,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,NORMAL,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,TRUE,FALSE,ZERO,HIGH,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,TRUE,LOW,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,FALSE,LOW,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,ONESIDED,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,TRUE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,TRUE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,LOW,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,TRUE,ZERO,NORMAL,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,TRUE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ESOPHAGEAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,LOW,FALSE
